Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Wholesale Furniture Brokers
aquarius-desk-with-single-pedestal,Aquarius Desk with Single Pedestal - Available in 4 Colours,Colour,Antigua & White,,,,,114400-000052,,,48
aquarius-desk-with-single-pedestal,Aquarius Desk with Single Pedestal - Available in 4 Colours,Colour,Bark Grey & White,,,,,114400-000047,,,56
aquarius-desk-with-single-pedestal,Aquarius Desk with Single Pedestal - Available in 4 Colours,Colour,Deep Grey & White,,,,,114400-000032,,,0
aquarius-desk-with-single-pedestal,Aquarius Desk with Single Pedestal - Available in 4 Colours,Colour,Rustic Brown & Graphite,,,,,114400-000009,,,0
skat-secretary-desk,Skat Secretary Desk - Available in 3 Colours,Colour,White & Bark Grey,,,,,111160-001747,,,0
skat-secretary-desk,Skat Secretary Desk - Available in 3 Colours,Colour,Bark Grey,,,,,111160-000047,,,0
skat-secretary-desk,Skat Secretary Desk - Available in 3 Colours,Colour,White,,,,,111160-000017,,,0
pro-concept-plus-2-piece-set-including-a-standing-desk-and-a-desk-with-hutch,Pro-Concept Plus 2-Piece Set Including a Standing Desk and a Desk with Hutch - Available in 2 Colours,Colour,Deep Grey & Black,,,,,110896-32,,,0
pro-concept-plus-2-piece-set-including-a-standing-desk-and-a-desk-with-hutch,Pro-Concept Plus 2-Piece Set Including a Standing Desk and a Desk with Hutch - Available in 2 Colours,Colour,White & Deep Grey,,,,,110896-17,,,0
mira-full-platform-storage-bed-white,Mira Full Platform Storage Bed - White,Colour,White,,,,,109221-000017,,,0
mira-twin-platform-storage-bed-white,Mira Twin Platform Storage Bed - White,Colour,White,,,,,109220-000017,,,7
sirah-full-platform-bed,Sirah Full Platform Bed - Available in 2 Colours,Colour,Bark Grey & White,,,,,108221-000047,,,0
sirah-full-platform-bed,Sirah Full Platform Bed - Available in 2 Colours,Colour,Rustic Brown & White,,,,,108221-000009,,,0
gemma-3-piece-set-including-one-l-shaped-desk-with-hutch-one-storage-unit-and-one-lateral-file-cabinet,"Gemma 3-Piece Set Including One L-Shaped Desk with Hutch, One Storage Unit, and One Lateral File Cabinet - Available in 2 Colours",Colour,Antigua,,,,,107852-000052,,,37
gemma-3-piece-set-including-one-l-shaped-desk-with-hutch-one-storage-unit-and-one-lateral-file-cabinet,"Gemma 3-Piece Set Including One L-Shaped Desk with Hutch, One Storage Unit, and One Lateral File Cabinet - Available in 2 Colours",Colour,Walnut Grey & White,,,,,107852-000035,,,0
gemma-2-piece-set-including-one-l-shaped-desk-with-hutch-and-one-bookcase,Gemma 2-Piece Set Including One L-Shaped Desk with Hutch and One Bookcase - Available in 2 Colours,Colour,Antigua,,,,,107851-000052,,,231
gemma-2-piece-set-including-one-l-shaped-desk-with-hutch-and-one-bookcase,Gemma 2-Piece Set Including One L-Shaped Desk with Hutch and One Bookcase - Available in 2 Colours,Colour,Walnut Grey & White,,,,,107851-000035,,,0
gemma-3-piece-set-including-an-l-shaped-desk-with-a-hutch-a-bookcase-and-a-lateral-file-cabinet,"Gemma 3-Piece Set Including an L-Shaped Desk with a Hutch, a Bookcase, and a Lateral File Cabinet - Available in 2 Colours",Colour,Antigua,,,,,107850-000052,,,202
gemma-3-piece-set-including-an-l-shaped-desk-with-a-hutch-a-bookcase-and-a-lateral-file-cabinet,"Gemma 3-Piece Set Including an L-Shaped Desk with a Hutch, a Bookcase, and a Lateral File Cabinet - Available in 2 Colours",Colour,Walnut Grey & White,,,,,107850-000035,,,0
gemma-l-shaped-desk-with-credenza-and-hutch,Gemma L-Shaped Desk with Credenza and Hutch - Available in 2 Colours,Colour,Antigua,,,,,107420-000052,,,256
gemma-l-shaped-desk-with-credenza-and-hutch,Gemma L-Shaped Desk with Credenza and Hutch - Available in 2 Colours,Colour,Walnut Grey & White,,,,,107420-000035,,,0
capella-nightstand,Capella Nightstand - Available in 2 Colours,Colour,Walnut Grey & White,,,,,106240-000035,,,56
capella-nightstand,Capella Nightstand - Available in 2 Colours,Colour,White & Rustic Brown,,,,,106240-000017,,,39
lyra-tv-stand-black-oak,Lyra TV Stand - Black Oak,Colour,Black Oak,,,,,104200-000022,,,83
lyra-end-table,Lyra End Table - Available in 2 Colours,Colour,Black Oak,,,,,104162-000022,,,88
lyra-end-table,Lyra End Table - Available in 2 Colours,Colour,Natural Oak,,,,,104162-000010,,,129
lyra-coffee-table,Lyra Coffee Table - Available in 2 Colours,Colour,Black Oak,,,,,104161-000022,,,92
lyra-coffee-table,Lyra Coffee Table - Available in 2 Colours,Colour,Natural Oak,,,,,104161-000010,,,127
pro-biz-6-person-office-cubicles-with-low-privacy-panels-white,Pro-Biz 6-Person Office Cubicles - Available in 3 Colours and 2 Heights,Colour,White,Height,Low,,,100873C-17,,,0
pro-biz-3-person-office-cubicles-with-low-privacy-panels-white,Pro-Biz 3-Person Office Cubicles - Available in 3 Colours and 2 Heights,Colour,White,Size,Low,,,100872C-17,,,0
pro-biz-single-office-cubicle-with-low-privacy-panels-white,Pro-Biz Single Office Cubicle - Available in 3 Colours and 2 Heights,Colour,White,Height,Low,,,100871C-17,,,0
pro-biz-two-face-to-face-office-cubicles-with-low-privacy-panels-white,Pro-Biz Two Face-to-Face Office Cubicles - Available in 3 Colours and 2 Heights,Colour,White,Height,Low,,,100870C-17,,,0
pro-biz-4-person-closed-office-cubicles-with-low-privacy-panels-white,Pro-Biz 4-Person Closed Office Cubicles - Available in 3 Colours and 2 Heights,Colour,White,Height,Low,,,100859C-17,,,0
pro-biz-4-person-office-cubicles-with-rounded-corners-and-low-privacy-panels-white,Pro-Biz 4-Person Office Cubicles with Rounded Corners in White - Available in 2 Heights,Colour,White,Height,Low,,,100858A-17,,,0
pro-concept-plus-2-piece-set-including-a-standing-desk-and-a-credenza-with-hutch,Pro-Concept Plus 2-Piece Set Including a Standing Desk and a Credenza with Hutch - Available in 2 Colours,Colour,Deep Grey & Black,,,,,110897-32,,,0
pro-concept-plus-2-piece-set-including-a-standing-desk-and-a-credenza-with-hutch,Pro-Concept Plus 2-Piece Set Including a Standing Desk and a Credenza with Hutch - Available in 2 Colours,Colour,White & Deep Grey,,,,,110897-17,,,0
modubox-table-desk-with-square-metal-legs,Table Desk with Square Metal Legs - Available in 8 Colours,Colour,Silver Grey,,,,,65865-000042,,,16
i3-plus-lateral-file-cabinet-with-frosted-glass-doors-hutch-bark-grey,i3 Plus Lateral File Cabinet with Frosted Glass Doors Hutch - Available in 3 Colours,Colour,White Chocolate,,,,,160870-000031,,,0
i3-plus-l-shaped-desk-with-frosted-glass-doors-hutch-bark-grey,i3 Plus L-shaped Desk with Frosted Glass Doors Hutch - Available in 3 Colours,Colour,White Chocolate,,,,,160851-000031,,,0
i3-plus-l-shaped-desk-with-frosted-glass-doors-hutch-bark-grey,i3 Plus L-shaped Desk with Frosted Glass Doors Hutch - Available in 3 Colours,Colour,Bark Grey & White,,,,,160851-4717,,,0
i3-plus-l-shaped-desk-with-frosted-glass-doors-hutch-bark-grey,i3 Plus L-shaped Desk with Frosted Glass Doors Hutch - Available in 3 Colours,Colour,Bark Grey,,,,,160851-47,,,0
modubox-i3-plus-l-shaped-desk,i3 Plus L-Shaped Desk - Available in 3 Colours,Colour,White Chocolate,,,,,160850-000031,,,0
i3-plus-desk-keyboard-tray-bark-grey,i3 Plus Desk Keyboard Tray - Available in 2 Colours,Colour,Bark Grey,,,,,160830-1147,,,0
i3-plus-desk-hutch-with-frosted-glass-doors-white,i3 Plus Desk Hutch with Frosted Glass Doors - Available in 4 Colours,Colour,Northern Maple,,,,,160521-1138,,,0
i3-plus-desk-hutch-bark-grey,i3 Plus Desk Hutch - Available in 3 Colours,Colour,Northern Maple,,,,,160520-1138,,,0
i3-plus-desk-hutch-bark-grey,i3 Plus Desk Hutch - Available in 3 Colours,Colour,White,,,,,160520-1117,,,0
i3-plus-desk-hutch-bark-grey,i3 Plus Desk Hutch - Available in 3 Colours,Colour,Bark Grey,,,,,160520-1147,,,0
i3-plus-desk-bridge-bark-grey,i3 Plus Desk Bridge - Available in 2 Colours,Colour,Bark Grey,,,,,160820-1147,,,35
i3-plus-credenza-with-two-drawers-bark-grey,i3 Plus Credenza with Two Drawers - Available in 3 Colours,Colour,White Chocolate,,,,,160610-000031,,,5
i3-plus-credenza-with-two-drawers-bark-grey,i3 Plus Credenza with Two Drawers - Available in 3 Colours,Colour,White,,,,,160610-1117,,,0
i3-plus-credenza-with-two-drawers-bark-grey,i3 Plus Credenza with Two Drawers - Available in 3 Colours,Colour,Bark Grey,,,,,160610-1147,,,0
i3-plus-2-piece-set-including-a-standing-desk-and-a-credenza-with-hutch-bark-grey,i3 Plus 2-Piece Set Including a Standing Desk and Credenza with Hutch - Available in 3 Colours,Colour,Bark Grey & White,,,,,160886-4717,,,0
i3-plus-2-piece-set-including-a-standing-desk-and-a-credenza-with-hutch-bark-grey,i3 Plus 2-Piece Set Including a Standing Desk and Credenza with Hutch - Available in 3 Colours,Colour,Northern Maple & White,,,,,160886-3817,,,0
i3-plus-2-piece-set-including-a-standing-desk-and-a-credenza-with-hutch-bark-grey,i3 Plus 2-Piece Set Including a Standing Desk and Credenza with Hutch - Available in 3 Colours,Colour,Bark Grey,,,,,160886-47,,,0
i3-plus-2-piece-set-including-a-standing-desk-and-a-credenza-bark-grey,i3 Plus 2-Piece Set Including a Standing Desk and Credenza - Available in 3 Colours,Colour,Bark Grey & White,,,,,160885-4717,,,0
i3-plus-2-piece-set-including-a-standing-desk-and-a-credenza-bark-grey,i3 Plus 2-Piece Set Including a Standing Desk and Credenza - Available in 3 Colours,Colour,Northern Maple & White,,,,,160885-3817,,,0
i3-plus-2-piece-set-including-a-standing-desk-and-a-credenza-bark-grey,i3 Plus 2-Piece Set Including a Standing Desk and Credenza - Available in 3 Colours,Colour,Bark Grey,,,,,160885-47,,,0
gemma-low-storage-unit-walnut-grey-white,Gemma Low Storage Unit - Available in 2 Colours,Colour,Walnut Grey & White,,,,,107160-000035,,,94
gemma-lateral-file-cabinet-walnut-grey-white,Gemma Lateral File Cabinet - Available in 2 Colours,Colour,Antigua,,,,,107630-000052,,,4
gemma-lateral-file-cabinet-walnut-grey-white,Gemma Lateral File Cabinet - Available in 2 Colours,Colour,Walnut Grey & White,,,,,107630-000035,,,0
gemma-bookcase-walnut-grey-white,Gemma Bookcase - Available in 2 Colours,Colour,Antigua,,,,,107700-000052,,,5
gemma-bookcase-walnut-grey-white,Gemma Bookcase - Available in 2 Colours,Colour,Walnut Grey & White,,,,,107700-000035,,,363
fom-tv-stand-rustic-brown-sandstone,Fom TV Stand - Available in 2 Colours,Colour,Walnut Grey,,,,,22200-000035,,,0
fom-tv-stand-rustic-brown-sandstone,Fom TV Stand - Available in 2 Colours,Colour,Rustic Brown & Sandstone,,,,,22200-000009,,,0
fom-end-table-rustic-brown,Fom End Table - Available in 2 Colours,Colour,Walnut Grey,,,,,22160-000035,,,0
fom-end-table-rustic-brown,Fom End Table - Available in 2 Colours,Colour,Rustic Brown,,,,,22160-000009,,,12
fom-asymmetrical-shelving-unit-bark-grey,Fom Asymmetrical Shelving Unit - Available in 5 Colours,Colour,Walnut Grey,,,,,22700-000035,,,0
fom-3-piece-set-including-a-tv-stand-and-two-asymmetrical-shelving-units-rustic-brown-sandstone,Fom 3-Piece Set including a TV Stand and Two Asymmetrical Shelving Units - Available in 2 Colours,Colour,Walnut Grey & Sandstone,,,,,22851-000035,,,0
fom-3-piece-set-including-a-tv-stand-and-two-asymmetrical-shelving-units-rustic-brown-sandstone,Fom 3-Piece Set including a TV Stand and Two Asymmetrical Shelving Units - Available in 2 Colours,Colour,Rustic Brown & Sandstone,,,,,22851-000009,,,0
fom-2-piece-set-including-two-asymmetrical-shelving-units-rustic-brown-sandstone,Fom 2-Piece Set including Two Asymmetrical Shelving Units - Available in 2 Colours,Colour,Walnut Grey & Sandstone,,,,,22852-000035,,,0
fom-2-piece-set-including-two-asymmetrical-shelving-units-rustic-brown-sandstone,Fom 2-Piece Set including Two Asymmetrical Shelving Units - Available in 2 Colours,Colour,Rustic Brown & Sandstone,,,,,22852-000009,,,0
auva-tv-stand-maple-brown,Auva TV Stand - Available in 2 Colours,Colour,Buffalo Brown,,,,,103161-000004,,,0
auva-tv-stand-maple-brown,Auva TV Stand - Available in 2 Colours,Colour,Maple Brown,,,,,103161-000005,,,96
auva-bookcase-buffalo-brown,Auva Bookcase - Available in 2 Colours,Colour,Maple Brown,,,,,103700-000005,,,3
auva-bookcase-buffalo-brown,Auva Bookcase - Available in 2 Colours,Colour,Buffalo Brown,,,,,103700-000004,,,26
sirah-3-drawer-dresser-bark-grey-white,Sirah 3 Drawer Dresser - Available in 2 Colours,Colour,Rustic Brown & White,,,,,108250-000009,,,0
sirah-3-drawer-dresser-bark-grey-white,Sirah 3 Drawer Dresser - Available in 2 Colours,Colour,Bark Grey & White,,,,,108250-000047,,,0
sirah-1-drawer-nightstand-rustic-brown-white,Sirah 1 Drawer Nightstand - Available in 2 Colours,Colour,Bark Grey & White,,,,,108240-000047,,,0
sirah-1-drawer-nightstand-rustic-brown-white,Sirah 1 Drawer Nightstand - Available in 2 Colours,Colour,Rustic Brown & White,,,,,108240-000009,,,0
pro-linea-table-desk-with-square-metal-legs-deep-grey,Pro-Linea Table Desk with Square Metal Legs - Available in 3 Colours,Colour,White,,,,,120401-17,,,0
pro-linea-table-desk-with-square-metal-legs-deep-grey,Pro-Linea Table Desk with Square Metal Legs - Available in 3 Colours,Colour,Bark Grey,,,,,120401-47,,,41
pro-linea-table-desk-with-square-metal-legs-deep-grey,Pro-Linea Table Desk with Square Metal Legs - Available in 3 Colours,Colour,Deep Grey,,,,,120401-32,,,0
pro-linea-low-2-shelf-bookcase-in-bark-gray,Pro-Linea Low 2 Shelf Bookcase - Available in 2 Colours,Colour,White,,,,,120160-1117,,,1
pro-linea-low-2-shelf-bookcase-in-bark-gray,Pro-Linea Low 2 Shelf Bookcase - Available in 2 Colours,Colour,Bark Grey,,,,,120160-1147,,,46
pro-linea-desk-bridge-deep-grey,Pro-Linea Desk Bridge - Available in 3 Colours,Colour,Bark Grey,,,,,120820-1147,,,0
pro-linea-desk-bridge-deep-grey,Pro-Linea Desk Bridge - Available in 3 Colours,Colour,Deep Grey,,,,,120820-1132,,,0
pro-linea-credenza-white,Pro-Linea Credenza - Available in 2 Colours,Colour,Bark Grey,,,,,120612-1147,,,0
pro-linea-credenza-white,Pro-Linea Credenza - Available in 2 Colours,Colour,White,,,,,120612-1117,,,0
pro-linea-2-piece-set-including-a-table-desk-and-a-credenza-bark-grey,Pro-Linea 2-Piece Set Including a Table Desk and Credenza - Available in Bark Grey,Colour,Bark Grey,,,,,120875-47,,,0
pro-linea-2-door-storage-cabinet-in-white,Pro-Linea 2 Door Storage Cabinet - Available in 2 Colours,Colour,Bark Grey,,,,,120879-47,,,0
pro-linea-2-door-storage-cabinet-in-white,Pro-Linea 2 Door Storage Cabinet - Available in 2 Colours,Colour,White,,,,,120879-17,,,0
pro-linea-2-door-set-in-bark-gray,Pro-Linea 2 Door Set - Available in 2 Colours,Colour,White,,,,,120161-1117,,,0
pro-linea-2-door-set-in-bark-gray,Pro-Linea 2 Door Set - Available in 2 Colours,Colour,Bark Grey,,,,,120161-1147,,,0
pro-concept-plus-table-desk-with-rectangular-metal-leg-deep-grey-black,Pro-Concept Plus Table Desk with Rectangular Metal Leg - Available in 2 Colours,Colour,White & Deep Grey,,,,,110402-1117,,,0
pro-concept-plus-table-desk-with-rectangular-metal-leg-deep-grey-black,Pro-Concept Plus Table Desk with Rectangular Metal Leg - Available in 2 Colours,Colour,Deep Grey & Black,,,,,110402-1132,,,0
pro-concept-plus-return-table-deep-grey-black,Pro-Concept Plus Return Table - Available in 2 Colours,Colour,White & Deep Grey,,,,,110810-1117,,,33
pro-concept-plus-return-table-deep-grey-black,Pro-Concept Plus Return Table - Available in 2 Colours,Colour,Deep Grey & Black,,,,,110810-1132,,,0
pro-concept-plus-desk-hutch-with-sliding-door-white-deep-grey,Pro-Concept Plus Desk Hutch with Sliding Door - Available in 2 Colours,Colour,Deep Grey & Black,,,,,110522-1132,,,0
pro-concept-plus-desk-hutch-with-sliding-door-white-deep-grey,Pro-Concept Plus Desk Hutch with Sliding Door - Available in 2 Colours,Colour,White & Deep Grey,,,,,110522-1117,,,0
pro-concept-plus-desk-bridge-deep-grey-black,Pro-Concept Plus Desk Bridge - Available in 2 Colours,Colour,White & Deep Grey,,,,,110820-1117,,,0
pro-concept-plus-desk-bridge-deep-grey-black,Pro-Concept Plus Desk Bridge - Available in 2 Colours,Colour,Deep Grey & Black,,,,,110820-1132,,,0
pro-concept-plus-add-on-desk-pedestal-with-3-drawers-deep-grey-black,Pro-Concept Plus Add-on Desk Pedestal with 3 Drawers - Available in 2 Colours,Colour,White,,,,,110620-1117,,,0
pro-concept-plus-add-on-desk-pedestal-with-3-drawers-deep-grey-black,Pro-Concept Plus Add-on Desk Pedestal with 3 Drawers - Available in 2 Colours,Colour,Deep Grey & Black,,,,,110620-1132,,,0
pro-biz-assembled-desk-pedestal-chocolate,Pro-Biz Assembled Desk Pedestal - Available in Chocolate,Colour,Chocolate,,,,,100620-2169,,,0
nebula-30-base-unit-and-bridge-in-antigua,"Nebula 30"" Base Unit and Bridge - Available in 3 Colours",Colour,White,,,,,25165-1117,,,0
nebula-30-base-unit-and-bridge-in-antigua,"Nebula 30"" Base Unit and Bridge - Available in 3 Colours",Colour,Bark Grey,,,,,25165-1147,,,22
nebula-30-base-unit-and-bridge-in-antigua,"Nebula 30"" Base Unit and Bridge - Available in 3 Colours",Colour,Antigua,,,,,25165-1152,,,18
nebula-3-drawer-set-for-25-storage-unit-in-antigua,"Nebula 3 Drawer Set for 25"" Storage Unit - Available in 3 Colours",Colour,White,,,,,25163-1117,,,0
nebula-3-drawer-set-for-25-storage-unit-in-antigua,"Nebula 3 Drawer Set for 25"" Storage Unit - Available in 3 Colours",Colour,Antigua,,,,,25163-1152,,,0
lucida-end-table-rustic-brown,Lucida End Table - Available in 2 Colours,Colour,Walnut Grey,,,,,105161-000035,,,12
lucida-end-table-rustic-brown,Lucida End Table - Available in 2 Colours,Colour,Rustic Brown,,,,,105161-000009,,,15
i3-plus-lateral-file-cabinet-with-frosted-glass-doors-hutch-bark-grey,i3 Plus Lateral File Cabinet with Frosted Glass Doors Hutch - Available in 3 Colours,Colour,White,,,,,160870-17,,,0
i3-plus-lateral-file-cabinet-with-frosted-glass-doors-hutch-bark-grey,i3 Plus Lateral File Cabinet with Frosted Glass Doors Hutch - Available in 3 Colours,Colour,Bark Grey,,,,,160870-47,,,0
i3-plus-desk-hutch-with-frosted-glass-doors-white,i3 Plus Desk Hutch with Frosted Glass Doors - Available in 4 Colours,Colour,Bark Grey,,,,,160521-1147,,,0
i3-plus-desk-hutch-with-frosted-glass-doors-white,i3 Plus Desk Hutch with Frosted Glass Doors - Available in 4 Colours,Colour,White,,,,,160521-1117,,,0
fom-asymmetrical-shelving-unit-bark-grey,Fom Asymmetrical Shelving Unit - Available in 5 Colours,Colour,White,,,,,22700-000017,,,14
fom-asymmetrical-shelving-unit-bark-grey,Fom Asymmetrical Shelving Unit - Available in 5 Colours,Colour,Rustic Brown & Sandstone,,,,,22700-000009,,,0
fom-asymmetrical-shelving-unit-bark-grey,Fom Asymmetrical Shelving Unit - Available in 5 Colours,Colour,Deep Grey,,,,,22700-000032,,,0
fom-asymmetrical-shelving-unit-bark-grey,Fom Asymmetrical Shelving Unit - Available in 5 Colours,Colour,Bark Grey,,,,,22700-000047,,,0
capella-nightstand-rustic-brown,Capella Nightstand - Available in 2 Colours,Colour,Walnut Grey,,,,,106241-000035,,,26
capella-nightstand-rustic-brown,Capella Nightstand - Available in 2 Colours,Colour,Rustic Brown,,,,,106241-000009,,,24
capella-twin-platform-bed-walnut-grey,Capella Platform Bed - Available in 2 Sizes and 3 Colours,Size,Full,Colour,White,,,106221-000017,,,17
capella-twin-platform-bed-walnut-grey,Capella Platform Bed - Available in 2 Sizes and 3 Colours,Size,Full,Colour,Rustic Brown,,,106221-000009,,,0
capella-twin-platform-bed-walnut-grey,Capella Platform Bed - Available in 2 Sizes and 3 Colours,Size,Full,Colour,Walnut Grey,,,106221-000035,,,34
capella-twin-platform-bed-walnut-grey,Capella Platform Bed - Available in 2 Sizes and 3 Colours,Size,Twin,Colour,White,,,106220-000017,,,20
capella-twin-platform-bed-walnut-grey,Capella Platform Bed - Available in 2 Sizes and 3 Colours,Size,Twin,Colour,Rustic Brown,,,106220-000009,,,25
capella-twin-platform-bed-walnut-grey,Capella Platform Bed - Available in 2 Sizes and 3 Colours,Size,Twin,Colour,Walnut Grey,,,106220-000035,,,27
capella-dresser-rustic-brown,Capella Dresser - Available in 4 Colours,Colour,Walnut Grey & White,,,,,106250-000035,,,18
capella-dresser-rustic-brown,Capella Dresser - Available in 4 Colours,Colour,Walnut Grey,,,,,106251-000035,,,18
capella-dresser-rustic-brown,Capella Dresser - Available in 4 Colours,Colour,Rustic Brown,,,,,106251-000009,,,19
pro-concept-plus-lateral-file-cabinet,Pro Concept Plus Lateral File Cabinet - Available in 2 Colours,Colour,Deep Grey & Black,,,,,110630-1132,,,0
pro-concept-plus-lateral-file-cabinet,Pro Concept Plus Lateral File Cabinet - Available in 2 Colours,Colour,White & Deep Grey,,,,,110630-1117,,,0
versatile-full-size-murphy-bed,Versatile Full Size Murphy Bed in White,Title,Default Title,,,,,40183-17,,,0
novello-full-murphy-bed-in-espresso,Novello Full Murphy Bed in Espresso,Title,Default Title,,,,,41183-23,,,32
universel-standing-desk-available-in-6-colours,"Universel Height Adjusting 30"" x 60""  Standing Desk - Available in 5 Colours",Colour,Slate,,,,,65867-59,,,0
universel-standing-desk-available-in-6-colours,"Universel Height Adjusting 30"" x 60""  Standing Desk - Available in 5 Colours",Colour,Deep Grey,,,,,65867-32,,,0
universel-standing-desk-available-in-6-colours,"Universel Height Adjusting 30"" x 60""  Standing Desk - Available in 5 Colours",Colour,White,,,,,65867-17,,,0
universel-standing-desk-available-in-6-colours,"Universel Height Adjusting 30"" x 60""  Standing Desk - Available in 5 Colours",Colour,Black,,,,,65867-18,,,0
universel-standing-desk-available-in-6-colours,"Universel Height Adjusting 30"" x 60""  Standing Desk - Available in 5 Colours",Colour,Bark Grey,,,,,65867-47,,,0
universel-standing-desk-available-in-bark-grey,"Universel 30"" x 60"" Height Adjusting Standing Desk - Available Bark Grey",Colour,Bark Grey,,,,,65837-47,,,0
small-space-60-storage-cabinet-bark-grey-white,"Small Space 60"" Storage Cabinet - Bark Grey & White",Title,Default Title,,,,,16164-47,,,0
pro-linea-l-shaped-desk-with-hutch-bark-grey-white,Pro-Linea L-Shaped Desk with Hutch - Bark Grey & White,Title,Default Title,,,,,120884-47,,,0
mira-nightstand-white,Mira Nightstand - White,Title,Default Title,,,,,109240-000017,,,22
mira-dresser-white,Mira Dresser - White,Title,Default Title,,,,,109250-000017,,,0
i3-plus-return-table-with-metal-legs-bark-grey,i3 Plus Return Table with Metal Legs - Bark Grey,Title,Default Title,,,,,160811-47,,,0
alga-tv-stand-white-walnut-brown,Alga TV Stand - White & Walnut Brown,Title,Default Title,,,,,102162-000001,,,170
alga-bookcase-white-walnut-brown,Alga Bookcase - White & Walnut Brown,Title,Default Title,,,,,102700-000001,,,49
lyra-lift-top-coffee-table,Lyra Lift-Top Coffee Table - Available in 2 Colours,Colour,Black Oak,,,,,104160-000022,,,0
lyra-lift-top-coffee-table,Lyra Lift-Top Coffee Table - Available in 2 Colours,Colour,Natural Oak,,,,,104160-000010,,,0
lumina-queen-murphy-bed-with-desk-and-2-storage-units,Lumina Queen Murphy Bed with Desk and 2 Storage Units in White Chocolate,Title,Default Title,,,,,85883-31,,,0
lumina-queen-murphy-bed-with-desk-and-1-storage-unit,Lumina Queen Murphy Bed with Desk and 1 Storage Unit in White Chocolate,Title,Default Title,,,,,85880-31,,,0
lumina-queen-murphy-bed-with-desk,Lumina Queen Murphy Bed with Desk in White Chocolate,Title,Default Title,,,,,85184-31,,,0
pur-36-inch-storage-unit-with-3-drawers,Pur 36” Storage Unit with 3 Drawers - Available in 4 Colours,Colour,Rustic Brown,,,,,26872-000009,,,1
prestige-lateral-file-cabinet,Prestige+ Lateral File Cabinet - Available in 4 Colours,Colour,Bark Grey & Slate,,,,,99630-000047,,,47
prestige-lateral-file-cabinet,Prestige+ Lateral File Cabinet - Available in 4 Colours,Colour,Antigua,,,,,99630-1152,,,0
prestige-lateral-file-cabinet,Prestige+ Lateral File Cabinet - Available in 4 Colours,Colour,Chocolate,,,,,99630-1169,,,0
prestige-lateral-file-cabinet,Prestige+ Lateral File Cabinet - Available in 4 Colours,Colour,Bordeaux & Graphite,,,,,99630-1139,,,0
prestige-plus-add-on-pedestal,Prestige+ Add-On Pedestal - Available in 4 Colours,Colour,Bark Grey & Slate,,,,,99620-000047,,,0
prestige-plus-add-on-pedestal,Prestige+ Add-On Pedestal - Available in 4 Colours,Colour,Bordeaux & Graphite,,,,,99620-2139,,,0
prestige-plus-add-on-pedestal,Prestige+ Add-On Pedestal - Available in 4 Colours,Colour,Antigua,,,,,99620-2152,,,0
prestige-plus-hutch-for-desk-shell,Prestige+ Hutch for Desk Shell - Available in 4 Colours,Colour,Bark Grey & Slate,,,,,99520-000047,,,0
prestige-plus-hutch-for-desk-shell,Prestige+ Hutch for Desk Shell - Available in 4 Colours,Colour,Antigua,,,,,99520-2152,,,0
prestige-plus-hutch-for-desk-shell,Prestige+ Hutch for Desk Shell - Available in 4 Colours,Colour,Chocolate,,,,,99520-2169,,,0
prestige-plus-hutch-for-desk-shell,Prestige+ Hutch for Desk Shell - Available in 4 Colours,Colour,Bordeaux & Graphite,,,,,99520-2139,,,0
connexion-keyboard-tray-and-cpu-stand,Connexion Keyboard Tray and CPU Stand - Available in 2 Colours,Colour,Slate,,,,,93830-2159,,,0
connexion-keyboard-tray-and-cpu-stand,Connexion Keyboard Tray and CPU Stand - Available in 2 Colours,Colour,Black,,,,,93830-000018,,,64
connexion-30-inch-lateral-file-cabinet,Connexion 30” Lateral File Cabinet - Available in 3 Colours,Colour,Bordeaux,,,,,93631-1139,,,0
connexion-30-inch-lateral-file-cabinet,Connexion 30” Lateral File Cabinet - Available in 3 Colours,Colour,Antigua & Black,,,,,93631-000052,,,0
connexion-30-inch-lateral-file-cabinet,Connexion 30” Lateral File Cabinet - Available in 3 Colours,Colour,Slate & Sandstone,,,,,93631-1159,,,0
connexion-hutch-for-narrow-desk-shell,Connexion Hutch for Narrow Desk Shell - Available in 3 Colours,Colour,Antigua & Black,,,,,93510-000052,,,0
connexion-hutch-for-narrow-desk-shell,Connexion Hutch for Narrow Desk Shell - Available in 3 Colours,Colour,Slate & Sandstone,,,,,93510-1159,,,0
connexion-hutch-for-narrow-desk-shell,Connexion Hutch for Narrow Desk Shell - Available in 3 Colours,Colour,Bordeaux & Slate,,,,,93510-1139,,,0
universel-standard-bookcase,Universel Standard Bookcase - Available in 7 Colours,Colour,Chocolate,,,,,65715-3169,,,0
universel-standard-bookcase,Universel Standard Bookcase - Available in 7 Colours,Colour,Bordeaux,,,,,65715-3139,,,0
universel-standard-bookcase,Universel Standard Bookcase - Available in 7 Colours,Colour,Black,,,,,65715-3118,,,0
universel-standard-bookcase,Universel Standard Bookcase - Available in 7 Colours,Colour,White Chocolate,,,,,65715-3131,,,0
universel-standard-bookcase,Universel Standard Bookcase - Available in 7 Colours,Colour,White,,,,,65715-3117,,,0
universel-standard-bookcase,Universel Standard Bookcase - Available in 7 Colours,Colour,Bark Grey,,,,,65715-3147,,,0
